0,50.400,49.600,50.400
25,49.600,50.400,50.400
50,50.400,49.600,50.400
75,50.400,50.400,50.400
100,49.600,49.600,67.200
125,50.400,50.400,50.400
150,49.600,50.400,50.400
175,49.600,50.400,50.400
200,50.400,50.400,50.400
225,50.400,49.600,50.400
250,50.400,49.600,77.800
275,77.000,50.400,74.800
300,71.200,50.400,50.400
